Client;Secteur1;Secteur2;SecteurParticulier;NbSalaries;CapaciteEmprunt;PrevisionnelAnnuel;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30
C265410;;;;0;3000;[0];0;0;0;0;0;0;75,18;0;0;0;0;0;16,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C265414;;;;8;5000;[140000];14596,07;1223,77;169,81;82,1;0;970,91;513,28;1520,43;-45,75;0;91,02;273,89;66,69;4285,05;0;0;0;43,04;441,36;8250,03;1315,26;0;0;462,9;0;339,16;0;100,54;31,66;194,14
C265417;;;;0;8000;[0];256,6;0;0;172,95;0;198,25;4,04;0;1,83;0;37,08;290,88;8,25;40,35;0;0;0;2,46;702,55;179,14;0;0;0;0;0;3,66;0;113,61;0;0
C265420;;;;2;25000;[40400];5121,05;0;922,07;0;0;50322,17;881,86;238,71;1035,54;0;34,17;0;70826,51;0;0;735,88;0;56,46;0;5185,76;615,58;0;0;841,9;0;1001,77;0;5,8;163,38;0
C265423;;;;0;10000;[0];398,62;15,49;762,95;78,16;0;465,22;143,67;204,74;0;0;146,17;36,45;1298,67;8,19;0;889,76;0;9,14;42,29;193,48;130,66;0;0;3,03;0;0;0;29,59;0;509,13
C265431;;;;2;20000;[35000];18040,43;20736,94;70,26;1043,7;0;2031,54;74,11;13,81;728,54;0;0;674,99;0;11648,93;0;0;0;199,21;893,65;15508,62;0;277,43;0;17,17;0;549,39;0;0;0;0
C265441;;;;1;5000;[17500];124,95;0;123,33;0;0;2737,48;46,99;0;60,74;0;59,12;0;122,84;0;0;0;0;0;0;667,69;0;0;0;76,15;0;3,66;0;20,39;0;67,86
C265450;;;;1;10000;[17500];3851,74;7230,25;176,67;123,41;441,18;3330,69;668,45;230,54;221,27;0;285,16;170,71;2511,19;3117,6;0;0;0;139,19;1083,75;8612,72;385,12;0;0;1127;28,67;547,39;0;50,58;0;107,8
C265451;;;;1;8000;[26600];0;717,97;4363,14;0;0;0;46,13;56,27;121,49;0;0;0;0;217,16;0;181,17;0;0;0;0;0;0;0;198,18;0;0;0;8,53;0;0
C265452;;;;6;5000;[121200];47,55;0;27,26;111,2;0;62,67;0;0;0;0;0;0;0;0;0;0;0;0;0;163,66;0;0;0;9,32;0;0;0;0;0;0
C265469;;1;;1;6097,96;[22400];16,06;0;1580,21;2388,43;12352,68;0;199,8;12,09;60,75;0;0;576,58;0;0;0;0;0;0;0;32,13;0;267,64;0;0;0;0;0;0;0;0
C265474;;;;3;20000;[52500];4187,59;0;0;0;0;175,98;0;0;60,74;0;0;0;0;0;0;0;0;0;542,97;0;0;0;0;0;0;0;0;0;0;0
C265478;;;;0;8000;[0];20,84;0;0;0;0;299,51;122,51;38,63;0;0;158,69;0;0;22,4;0;0;0;4,07;347,58;91,77;0;0;0;39,06;0;0;0;20,3;0;270,33
C265485;;;;7;20000;[122500];40239,79;17347,02;2919,28;888,56;2154,79;4207,41;2209,01;1511,47;64,68;0;1304,36;1073,5;6069,01;21909,44;0;46,84;0;188,94;3121,59;53745,94;961,99;390,13;0;1584,02;299,68;1159,72;0;200,7;0;941,36
C265493;;;;0;8000;[0];743,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309,49;0;0;0;0;0;0;0;0;0;0
C265495;;;;12;50000;[210000];129645,07;21661,3;605,85;863,2;73,16;13461,74;6021,41;11337,07;2003,98;0;760,82;4632,63;3458,83;51908,96;0;131,41;0;339,59;2362,12;195813,49;6075,81;0;0;6517,3;1116,28;4320;0;490,81;0;3933,69
C265497;;;;15;19000;[262500];9657,18;4510,75;413,72;1055,49;0;3717,77;981,44;286,07;2274,02;0;166,8;3857,4;4335,67;10337,83;0;98,27;0;1624,69;2573,1;15135,34;2180,66;1095,46;0;326,5;81,97;808,3;0;241,55;22,35;181,28
C265499;;;;1;20000;[17500];622,11;36,72;1838,01;121,07;0;584,6;1443,03;4,82;91,97;0;68,77;0;1833,54;50,94;0;1048,96;0;109,09;71,09;723,68;697,56;0;0;58,52;0;0;0;480,56;0;120,85
C265503;;;;1;10000;[17500];3989,29;8601,16;552,79;221,44;46,35;7596,89;775,44;94,26;259,43;0;24,35;415,32;4589,4;6893,89;0;95,21;0;329,25;2709;5106,24;706,54;37,66;0;347,82;0;382,17;0;87,49;18,42;21,19
C265511;;;;0;8000;[0];0;53,52;218,35;681,43;0;17,68;385,8;0;0;0;0;44,58;0;40,19;0;0;0;651,83;0;0;0;0;0;54,51;0;0;0;4,79;0;0
C265521;;;;0;8000;[0];0;0;0;0;0;0;0;24,81;0;0;44,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C265532;1;;;0;40000;[0];0;102,77;499,47;0;0;0;24,3;0;0;0;10,72;0;0;0;0;6473,15;0;15,45;0;286,5;2799,7;0;0;20,72;0;112,22;0;23,39;0;0
C265534;;;;3;30000;[52500];41474,24;26324,23;2381,85;746,99;0;4048,8;798,51;1281,3;1599,46;0;352,6;535,67;2082,06;18909,23;684,59;167,91;0;240,4;2961,44;77771,79;7104,9;0;0;253,38;2297,54;4342,21;0;144,9;0;703,46
C265535;;;;1;20000;[17500];3835,53;137,62;3905,13;3908,21;10199,58;741,8;281,13;64,6;87,18;0;1410,99;4231,58;1091,88;8366,02;0;9694,53;0;748,58;3871,17;23909,5;7820,65;2672,76;8130,58;565,4;206,95;381,13;0;727,5;11,97;66,83
C265549;;;;15;15000;[262500];3176,19;0;0;62,14;0;1412,78;875,57;456,57;221,53;0;0;19,91;1196,09;57,82;0;27,32;0;21,85;943,47;22551,47;0;0;0;0;87,28;852,17;0;65,03;0;0
C265556;;;;1;8000;[26600];0;0;2950,08;55,78;0;45,94;161,66;0;52,27;0;0;0;71,81;101,19;0;0;0;0;0;284,44;0;0;0;57,6;242,04;0;0;17,06;0;0
C265562;;;;1;10000;[17500];11327,08;5889,86;1804,09;363,07;1572,26;1497,01;516,92;0;119,91;0;0;344,11;237,17;5194,35;0;0;0;0;851,68;3105,07;0;0;0;74,05;0;105,53;0;9,53;0;0
C265563;;1;;2;8000;[44800];0;0;504,45;13012;0;0;31,93;0;78,31;0;0;1316,11;0;46,67;0;55,53;0;0;0;0;0;352,52;512,81;0;0;0;0;0;0;11,86
C265564;;1;;1;45000;[22400];0;30,95;1429,25;12843,23;40658,73;0;1833,01;0;0;0;0;14039,7;0;0;0;5988;0;0;0;59,83;380,49;91111,86;268,53;84,55;0;24,4;0;0;0;0
C265566;;;1;2;8000;[40000];0;0;11,05;0;0;0;0;0;0;0;0;0;22,58;28,11;0;0;0;0;0;59,63;0;0;0;0;0;0;0;0;0;0
C265581;1;;;1;10000;[19200];135,36;0;16857,63;0;333,65;19,42;1331,97;0;48,78;0;0;0;10,02;0;0;3803,3;0;18,97;0;6,66;1729,58;0;0;132,6;0;12,2;0;236,94;0;0
C265594;;;;5;15000;[87500];15,66;442,92;0;33,11;0;825,21;0;21,81;0;0;0;0;0;0;0;74,74;0;321,45;0;176,85;0;0;0;37,56;0;0;0;62,94;0;137,62
C265595;;1;;1;16000;[22400];0;0;7448,46;47,76;0;956,41;276,19;0;0;0;0;914,56;0;0;0;66,61;0;0;0;0;0;-33,96;5357,2;0;0;0;0;15,38;0;0
C265599;;1;;1;8000;[22400];13,43;1,63;107,54;1229,62;2130,46;0;1116,43;0;0;0;0;652,36;0;19,65;0;1128,06;0;729,19;1509,48;102,05;471,16;417,84;981,87;140;0;0;0;447,48;0;0
C265607;;;;0;5000;[0];0;0;275,96;0;0;0;0;0;0;0;0;0;0;0;0;297,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C265637;1;;;1;10000;[42400];27,84;0;15117,66;0;0;0;430,33;0;206,63;0;0;0;3,95;0;0;5036,97;0;14,86;0;0;445,61;734,49;0;117,62;0;82,55;0;52,23;0;0
C265638;;;;8;70000;[140000];102049,97;40859,77;10533,6;6535,08;26561,12;11314,97;17002,68;5933,44;2203,19;0;4847,28;5854,94;8098,88;24112,45;0;730,54;0;1228,04;1866,62;121330,88;5376,64;13575,12;978,42;10381,03;2056,08;3975,24;0;648,44;11,97;2429,24
C265643;;;;1;20000;[17500];20303,62;23726,43;164,41;1408,13;0;6753,73;1304,65;4772;1591,87;0;3234,96;1358,53;461,92;15044,08;0;55,77;0;401,43;5371,33;30318,35;449,55;0;0;2607,84;491,39;874,72;0;192,08;36,54;2549,5
C265644;;1;;1;8000;[22400];67,37;0;1514,47;1022,03;4209,22;10,37;326,97;0;0;0;11,71;874,19;128,99;0;0;162,19;0;361,64;0;113,53;0;17,49;4866,19;362,5;0;0;0;279,61;0;0
C265645;;;;2;30000;[35000];24158,6;412,84;863,01;341,55;0;16050,33;2265,66;1620,63;-130,68;0;113,47;750;638,26;9569,61;0;76,12;0;795,12;4410,96;23847,19;1121,16;345,39;0;2222,28;0;626,92;0;560,74;0;472,23
C265648;;;;6;45000;[105000];24457,94;2453,55;67,7;1201,38;0;2179,48;117,35;3647,95;738,42;0;4136,04;2653,26;729,24;-1613,72;0;64,01;0;443,86;0;34288,72;795,03;0;0;1571,35;0;538,06;0;26,14;0;1312,68
C265649;;;;5;50000;[101000];1767,96;0;3039,93;0;0;147483,7;3249,98;1290,97;277,3;0;65,82;0;164867,01;0;0;194,38;0;1385,42;1187,77;1191,57;3580,22;0;0;4199,69;0;982,75;0;0;1154,13;355,46
C265650;;;;2;5000;[40400];29,56;0;0;135,75;0;18266,75;0;0;97,33;0;0;50,09;10400,24;0;0;28,18;0;77,59;0;39,97;0;0;0;0;0;58,15;0;0;0;0
C265656;;;;4;8000;[80000];288,63;0;22649,25;0;5300,92;0;2061,95;23,33;60,74;0;0;0;28,74;0;0;532,02;0;996,18;125,67;130,56;41627,02;8060,75;0;94,65;0;0;0;355,72;0;27,39
C265661;;;;1;10000;[17500];131,57;0;0;0;0;175,55;779,51;0;0;0;0;0;906,55;0;0;0;0;289,8;0;81,98;0;0;0;98,31;0;0;0;0;0;15,25
C265665;;;;5;10000;[100000];0;103,23;13283,15;0;306,88;0;99,28;35,87;303,72;0;128,58;0;0;105,07;0;160,81;0;128,27;0;7,55;5687,46;0;0;0;0;115,27;0;0;0;0
C265668;;;;1;8000;[26600];85,55;93,7;691,76;82,56;0;131,58;1746,92;17,98;0;0;0;0;0;161,22;0;4,64;0;388,45;0;155,01;56,78;0;0;359,5;0;0;0;266,57;0;0
C265680;1;;;13;120000;[551200];188,04;0;142929,29;0;0;0;1634,18;0;6,81;0;0;30,01;130,09;0;0;111926,19;0;0;0;0;34481,25;0;0;102,14;0;0;0;8,55;0;0
C265686;;;;0;8000;[0];21,15;0;13,8;13,43;0;193,49;0;0;0;0;0;0;25,86;11,2;0;13,1;0;0;0;86,16;0;0;0;0;0;0;0;0;0;0
C265691;;;;0;8000;[0];44,83;14,25;0;0;0;94,92;0;0;0;0;0;0;0;0;0;13,1;0;0;40,26;161,5;0;0;0;0;0;0;0;0;0;0
C265692;;;;2;10000;[40400];98,33;0;194,35;0;0;2222,61;56,15;15,38;0;0;15,98;0;3723,09;0;0;177,62;0;2,82;5187,27;216,6;0;0;0;482,45;0;0;0;0;30,05;0
C265693;;;;4;40000;[106400];298,52;138,89;3556,68;1176,44;1749,06;9237,13;798,97;155,26;0;0;6,98;1488,19;1644,35;1040,72;0;45,24;0;0;1659,74;60,07;0;0;0;4,29;0;98,81;0;0;0;0
C265695;;;;2;40000;[57000];82503,27;344,02;0;52,27;631,63;0;5683,75;4,5;742,91;0;0;889,77;229,96;0;0;8,77;0;453,5;0;121540,01;0;0;1433,4;12268,93;0;738,1;0;283,19;0;0
C265699;;;;9;30000;[181800];0;0;0;0;0;18471,19;68,13;28,73;6,82;0;0;0;10405,58;0;0;0;0;434,49;0;7,37;0;0;0;0;0;131,37;0;0;10,21;0
C265701;;;;1;8000;[26600];0;93,31;3737,69;0;0;30,67;603,16;61,67;60,74;0;215,34;35,14;199,41;125,98;0;249,17;0;928,64;0;62,63;311,01;0;0;18,52;1295,7;79,3;0;100,26;0;37,52
C265714;1;;;1;8000;[19200];0;0;93,61;0;0;0;25,79;0;0;0;0;0;0;0;0;4483,61;0;18,79;0;0;884,74;0;0;0;0;140,28;0;48,8;0;0
C265719;;;;1;50000;[17500];15496,34;0;0;0;0;502,6;229,32;427,59;420,28;0;708,28;219;1327,79;0;0;0;0;75,96;4114,61;17057,27;0;0;0;102,57;0;-62,57;0;13,27;0;23,72
C265720;;1;;2;8000;[44800];16,97;0;1613,3;817,94;14140,15;17,87;632,09;0;242,97;0;0;2861,18;0;0;0;4649,37;0;0;0;30,9;4265,06;24997,71;2378,15;127,16;0;0;0;28,54;0;0
C265722;;;;1;8000;[26600];1151,96;3208,88;10,64;694,99;0;537,61;1223,21;123,11;524,64;0;0;459,33;196,07;399,87;244,98;324,62;0;170,7;0;676,76;256,59;0;0;617,83;0;48,7;0;15,9;0;182
C265725;1;;;30;190000;[1.272e+006];288,76;134,05;594876,08;1080,5;445,98;131,54;29455,45;0;-36,33;0;50,12;2002,28;0;0;0;409268,11;0;2226,55;0;110,56;184708,12;0;1648,5;11555,1;0;769,7;0;5067,95;0;0
C265743;;;;1;8000;[20000];119,87;0;1760,52;0;0;933,59;535,96;0;38,9;0;0;0;79,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C265760;;;;0;5000;[0];0;6,3;332,84;1377,82;0;0;135,02;1,58;-22,57;0;0;2000,78;888,04;506,47;0;64,38;0;177,64;96,75;251,84;147,57;0;0;133,63;0;85,14;0;125,84;0;0
C265774;;;;6;3000;[171000];5286,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13359,49;0;0;0;0;0;0;0;0;0;0
C265787;;;;0;0;[0];64,56;101,36;115,13;19,91;0;15,76;274,47;0;0;0;0;19,91;0;0;0;0;0;301,23;0;226,35;0;0;0;0;0;59,77;0;0;0;0
C265790;;;;1;8000;[17500];19631,69;451,14;296,35;882,41;51,79;3363,44;959,66;160,83;558,97;0;278,92;457,35;108,57;392,14;0;486,23;0;414,89;1722,08;21732,67;18,65;69,49;0;548,91;2089,02;152,62;0;165,75;0;101,57
C265804;;;;0;5000;[0];0;0;0;0;0;1727,9;0;0;0;0;0;0;0;224,48;0;0;0;0;2139,99;142,25;0;0;0;0;240,68;0;0;0;0;0
C265829;;;;0;10000;[0];348,44;0;0;21,03;0;2248,22;25,08;0;33,06;0;0;0;98,38;0;0;0;0;0;148,01;0;0;0;0;0;0;0;0;0;0;0
C265860;;;;1;8000;[17500];683,54;223,62;1256,02;926,11;3835,5;14580,95;1069,03;3,26;64,62;0;10,66;580,09;10927,16;5351,77;0;229,51;0;467,82;180,68;545,47;568,79;1787,09;0;265,39;37,21;117,83;0;56,8;110,01;0
C265865;;;;1;8000;[26600];289,52;113,2;948,4;67,89;0;45,48;435,77;60,01;0;0;6,11;332,34;15,98;1094,27;0;815,45;0;320,05;0;1414,65;3672,22;0;54,07;369;0;223,8;0;155,71;0;187,59
C265867;;;;0;5000;[0];0;0;0;205,06;0;190,2;6,11;0;0;0;0;52,29;0;0;0;0;0;2,82;31,67;0;0;0;0;17,95;0;0;0;0;0;47,86
C265874;;;;1;2000;[17500];14,81;0;0;0;0;0;21,23;0;0;0;0;0;70,33;0;0;0;0;0;0;497,63;0;0;0;0;0;0;0;0;0;0
C265880;;;;8;30000;[140000];33977,74;14557,57;493,46;808,58;482,43;9958,27;677,73;1038,11;-326,47;0;150,55;835,47;1623,91;23437,73;-15,99;229,01;0;826,61;12314,73;48211,61;5000,52;2585,28;3191,37;2678,78;476,4;-72,8;0;57,8;0;1318,64
C265887;;;;2;5000;[40000];25,81;0;0;0;0;10285,66;298,8;1655,53;85,13;0;0;0;0;0;0;0;0;182,51;14080,43;128,54;0;0;0;212,08;0;74,42;0;119,76;0;228,85
C265895;;;;1;10000;[17500];598,99;388,26;47,43;22,33;1097,01;1368,33;1402,97;63,24;0;0;200,03;732,93;0;5346,69;0;1006,15;0;210,23;1573,89;720,41;721,23;3814,95;0;85,03;0;57,94;0;41,72;0;225,22
C265910;;1;;1;14000;[22400];0;0;14874,96;137,73;24324,58;11,94;753,71;80,6;160,37;0;0;1843,87;10;70,47;0;10796,55;0;0;621,88;37,37;4848,44;17972,76;4877,6;528;0;114,25;0;329,61;0;0
C265916;;;;1;10000;[20200];517,23;57,5;3353,01;5434,44;418,36;5598,45;2079,81;298,22;177,45;0;237,36;3925,07;1411,13;314,14;0;6399,96;0;477,09;44,04;668,08;2003,04;3063,37;1652,97;178,08;0;212,89;0;235,87;115,12;0
C265921;;;;1;8000;[17500];493,76;0;168,56;14,48;0;2136,02;146,69;8,15;40,26;0;0;0;0;0;0;0;0;0;590,36;0;0;0;0;4,79;0;0;0;0;0;0
C265932;;1;;1;2000;[22400];25,97;0;1117,2;66,71;2967,67;5279,77;156,79;0;0;0;0;130,11;140,2;103,26;0;1621,22;0;735,14;0;107,02;322,45;1934,85;230,21;107,64;0;0;0;16,7;0;26,54
C265942;;;;0;8000;[0];16,98;0;0;83,69;0;0;0;65,22;0;0;0;0;0;2,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C265943;;;;15;9146,94;[262500];2284,03;3219,97;6877,52;865,55;0;2345,13;2343,04;761,18;220,92;0;584,33;141,11;150,33;717,16;0;12,61;0;5,64;1013,71;1694,87;0;0;0;1219,45;39,32;0;0;249;9,39;880,43
C265957;;1;;1;50000;[22400];0;8363,28;1944,77;68,58;0;300,64;105,28;111,2;48,9;0;0;0;0;0;0;0;0;0;0;0;9,94;0;0;213,5;0;0;0;0;0;0
C265958;;;;1;8000;[26600];482,13;5,6;393,64;14,74;0;1920,44;11,81;0;1,83;0;0;610,29;0;0;0;153,88;0;0;22,83;385,17;124,48;0;0;0;0;24,4;0;0;0;0
C265975;;;;1;8000;[17500];0;0,91;0;0;0;1085,32;0;0;1,46;0;0;0;448,74;0;0;0;0;0;1568,38;0;0;0;0;0;0;61,72;0;0;0;0
C265979;;;;0;8000;[0];0;20,31;66,57;0;0;279,61;0;0;-6,22;0;0;0;0;0;0;119,1;0;0;0;430,1;0;0;0;0;0;-17,64;0;0;0;0
C265982;;;;4;50000;[70000];10559,82;-961,02;0;46100,08;74995,47;0;74,02;0;0;0;0;77577,49;0;0;1072,73;0;0;482,9;0;10980,68;6755,66;82227,3;6135,31;527,11;0;24,4;0;282,56;0;0
C266008;;;;1;15000;[17500];4287,31;1163,11;70,17;986,43;1070,02;5665,57;186,7;341,81;169,93;0;109,87;109,45;2491,85;4115,6;0;31,73;0;27,85;2502,07;9102,16;353,01;1923,64;0;1690,37;0;-320,14;0;41,59;0;1153,96
C266018;;1;;0;5000;[0];0;31;13,8;0;0;275,43;9,11;0;0;0;0;0;3,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C266041;;1;;1;10000;[22400];13,71;0;3211,71;155,67;1305,33;0;35,18;0;0;0;75,74;323,42;0;0;0;1323,91;0;2,82;218,39;37,49;638,62;176,29;615,14;0;0;0;0;0;0;0
C266044;1;;;3;8000;[57600];157,96;37,84;19211,31;0;0;9,42;884,24;0;0;0;0;0;14,19;0;0;7,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C266052;;;;5;10000;[100000];0;0;0;0;0;1479,49;0;0;114,68;0;0;0;482,69;0;0;0;0;0;6178,63;0;0;0;0;0;0;157,38;0;0;0;0
C266054;;;;12;10000;[210000];900,19;13,47;0;32,83;0;422,31;294,91;204,02;0;0;102,08;0;34,92;48,41;0;0;0;5,14;0;215,54;0;0;0;58,28;0;0;0;73,55;0;138,04
C266059;;;;35;50000;[612500];32707,88;583,44;0;0;0;9987,89;4,74;0;-158,83;0;0;299,9;5732,49;2152,85;0;746,42;0;0;5299,66;46563,68;287,3;0;0;11,44;0;-169,03;0;0;0;0
C266060;;;;5;10000;[87500];20,2;2257,35;0;0;0;0;0;0;57,34;0;0;40,99;52,23;0;0;0;0;0;0;12043,86;0;0;0;68,21;0;421,51;0;0;0;0
C266073;;1;;5;16000;[112000];505,93;0;0;0;0;833,33;733,46;0;204,15;0;87,84;250,77;597,8;5249,29;0;995,96;0;0;0;388,27;0;602,68;0;1962,81;0;67,1;0;0;0;0
C266074;;;;3;10000;[52500];354,59;5132,04;0;0;0;449,04;251,31;26,69;-20,73;0;0;470,66;133,18;8880,16;0;0;0;0;697,25;2276,81;0;0;0;0;0;-446,52;0;0;0;39,44
C266078;;;;1;4573,47;[17500];422,42;15,03;0;0;0;188,15;372,4;7049,58;172,01;0;6285,54;6,34;0;25,1;0;0;0;33,72;0;886,27;633,36;0;0;507,96;0;82,94;0;59,94;0;4832,9
C266081;;;;3;25000;[52500];12129,84;34372,43;3802,42;2585,99;20725,24;1410,38;4023,16;1754,32;350,43;0;1044,91;1546,85;779,29;12521,54;1383,65;578,11;0;431,43;381,24;18998,79;465,32;0;0;3612,85;252,45;-592,04;0;486,62;0;790,46
C266087;;1;;2;10000;[44800];168,03;81,34;1381,33;1485,96;2604,42;0;48,56;0;-22,57;0;0,52;359,41;20,59;25,08;0;0;0;112,39;195,35;234,86;2085,02;1143,75;47,34;0;0;-13,42;0;55,4;0;0
C266097;;;;12;40000;[240000];30443,02;332,84;49,13;273,38;0;27582,71;1825,92;903,27;2733,3;0;764,48;80,64;11329,91;0;0;1,78;0;244,33;16804,57;20408,14;0;0;0;841,76;0;944,76;0;260,3;0;2000,6
C266099;;;;12;45000;[210000];102009,7;25874,24;374,94;1384,9;0;769,09;241,14;2677,51;1007;0;273,21;678,02;540,33;10300,26;0;0;0;80,04;2128,03;91260,73;68,06;0;0;1257,87;0;-1092,46;0;109,42;0;684,75
C266100;;;;2;10000;[35000];889,42;0;0;0;0;36,43;74,06;20,9;0;0;0;0;9,21;0;0;0;0;0;0;806,96;0;0;0;14,59;0;0;0;0;0;0
C266106;;1;;4;23000;[89600];95,47;0;14048,62;17555,12;3488,11;-45,12;440,72;0;458,7;0;0;16387,05;3113,77;0;0;4215,04;0;74,59;265,47;466,96;5413,09;4862,65;0;400,15;0;164,7;0;471,59;0;253,02
C266113;;1;;2;10000;[44800];66,66;560,12;4421,05;789,85;2489,77;0;27,01;0;0;0;0;2615,05;0;0;0;1145,49;0;9,61;0;14,04;132,94;330,17;47,34;24,3;0;0;0;11,68;0;0
C266128;;1;;1;30000;[22400];1405,86;0,14;3016,92;2263,56;40777,77;0;865,2;0;0;0;0;3491,13;0;915,09;0;1326,84;0;423,34;0;35,44;2689,93;57363,52;608,65;391,17;0;52,46;0;546,18;0;0
C266129;1;;;2;23000;[84800];341,74;369,53;61230,26;1168,28;4138,02;2055,48;3770,87;98,36;1344,37;0;24,3;20,23;0;40,16;0;51836,15;0;149,93;14,88;69,16;6816,16;0;1667,14;2082,02;14,52;1249,28;0;1520,93;0;0
C266136;;;;50;14000;[875000];818,34;255,27;0;0;0;90,49;270;22,47;0;0;0;20,75;0;0;0;0;0;64,28;47,81;1359,62;55,82;0;0;5785,41;0;1,83;0;26,13;0;0
C266138;;1;;4;10000;[89600];95,38;6494,72;0;0;0;4767,8;232,31;0;546,55;0;0;0;0;10730,57;0;16,35;0;0;3676,98;92,12;0;2368,67;0;0;0;224,68;0;11,72;0;0
C266149;;;;0;3000;[0];96,83;0;0;43,31;0;0;127,88;0;0;0;0;187,97;0;3598,78;0;0;0;0;121,24;5355,6;120,63;0;0;167,4;0;21,96;0;0;0;162,43
C266157;;1;;1;1524,49;[22400];0;0;0;0;337,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,69;0;0;0;0;0;0
C266160;;;;1;10000;[17500];0;0;0;0;0;0;1,93;212,17;0;0;2313,4;0;0;0;0;0;0;0;0;0;0;0;0;97,33;0;0;0;0;5,45;335
C266164;;;;0;1;[0];434,27;0;0;0;0;0;0;0;7,32;0;0;4,61;0;1721,42;0;17,41;0;0;0;2558,23;157,16;0;0;0;0;296,46;0;0;0;0
C266170;;;;2;30000;[35000];13812,78;2350,38;0;380,97;0;520,38;189,39;18,49;-1051,74;0;-1,85;178,84;41,58;2604,8;0;11,14;0;0;0;7896,57;0;0;0;102,81;0;389,79;0;0;0;0
C266190;;;;4;10000;[70000];1243,23;0;0;0;0;0;400,19;99,12;12,81;0;3534,19;0;0;0;0;0;0;21,58;1273,68;762,83;0;0;0;0;0;5,49;0;3,82;0;298,9
C266192;;;;5;40000;[87500];49072,48;17662,47;192,99;1080,7;0;1543,28;2120,45;2889,55;1122,17;0;1107,64;900,96;219,77;5903,19;20,26;0;0;435,95;115,5;105614,55;3904,63;0;0;3802,37;330,29;1317,39;0;175,31;0;1486,24
C266196;;;;4;10000;[70000];492,11;0;0;0;0;0;28,52;1167,98;0;0;900,38;0;0;0;0;0;0;6,45;0;216,88;0;0;0;30,59;0;73,2;0;0;0;758,11
C266219;;;;15;8000;[399000];0;0;0;0;0;3480,65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;326,3;0
C266237;;;;1;8000;[20200];130,6;0;0;0;0;2768,94;77,1;0;96,99;0;0;0;11210,99;0;0;0;0;20,75;0;1249,44;0;0;0;0;0;162,26;0;0;0;0
C266238;;;;10;5000;[266000];0;0;0;0;0;573,52;1,96;0;0;0;0;0;1149,87;0;0;0;0;0;0;0;0;0;0;3,78;0;0;0;0;143,96;0
C266245;1;;;1;8000;[42400];0;0;0;0;0;1421,14;0;0;0;0;0;0;1176,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C266257;;;;1;5000;[20200];0;0;0;0;0;6912,15;0;0;25,61;0;0;0;4432,38;0;0;0;0;0;0;0;0;0;0;0;0;35,38;0;0;0;0
C266287;;;;10;20000;[202000];0;0;0;0;0;30968,74;0;0;179,32;0;0;0;16642,33;0;0;0;0;0;0;1128,5;2134,99;0;0;0;0;77,1;0;0;0;0
C266289;;;;1;5000;[20200];0;0;0;0;0;3258,06;0;0;25,62;0;0;0;111,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C266338;;;;2;5000;[40000];0;0;0;0;0;628,25;0;0;17,08;0;0;0;608,99;0;0;0;0;0;0;0;0;0;0;0;0;20,74;0;0;0;0
C266345;;;;1;15000;[20200];1626,74;0;53,44;33,47;0;48757,63;87,01;0;234,2;0;0;0;53129,55;0;0;0;0;0;0;119,07;0;0;0;1628,64;0;188,01;0;0;269,06;0
C266364;;;;0;8000;[0];0;0;0;0;0;1679,28;0;0;0;0;0;0;344,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C266365;;;;2;2000;[40400];0;0;0;0;0;7789,94;0;0;68,32;0;0;0;37,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C266400;;;;12;75000;[242400];8423,95;0;0;0;0;221780,36;12;0;563,57;0;0;0;268975,78;0;0;0;0;0;0;13557,25;0;0;0;38,67;0;500,69;0;0;486,46;0
C266407;;;;1;8000;[20000];0;0;0;0;0;23920,25;0;0;136,62;0;0;0;1207,62;0;0;0;0;0;0;0;0;0;0;0;0;113,95;0;0;18268,28;0
C266408;;;;3;10000;[60600];0;0;0;0;0;5492,16;0;0;0;0;0;0;3064,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C266409;;;;1;19000;[20200];0;0;0;0;0;22328,29;57,46;0;0;0;0;0;36773,29;0;0;0;0;0;0;384,3;597,67;0;0;56,68;0;0;0;0;0;0
C266481;;;;1;5000;[17500];0;0;0;0;0;21374,68;16,97;0;196,41;0;0;0;25206,59;0;0;0;0;0;0;0;0;0;0;16,31;0;259,62;0;0;2341,74;0
